copi01_code,name,short_name,aliases_pg_array,system_code,system_name,level,region,region_copi01,tax_id,contact_name,phone,phone2,fax,email,registered_address,shipping_address,invoice_address,payment_term,payment_term_code,invoice_type,delivery_method,payment_method,tax_category,credit_rating,sales_rating,credit_limit,first_dealt_at,last_dealt_at,copi01_salesperson_id,copi01_salesperson_name,note,raw_copi01_data,is_active
C02,星采整形外科診所,星采,,OTHER,,,北,,31812094,採購 賴先生,02-2389-9929#216,,,,,,,60天收款,B060,7:電子發票,1:郵寄,3:支票,1:內含,,,0.0,2023-05-08,2026-01-22,0003,周佳蓉,,"{""客戶代號"": ""C02"", ""客戶簡稱"": ""星采"", ""客戶全名"": ""星采整形外科診所"", ""連絡人"": ""採購 賴先生"", ""TEL_NO(一)"": ""02-2389-9929#216"", ""統一編號"": ""31812094"", ""資本額"": ""0"", ""年營業額"": ""0"", ""員工人數"": ""0"", ""總店號"": ""C02"", ""總公司請款"": ""N"", ""發票號碼依總公司控管"": ""N"", ""允收控管依總公司設定"": ""N"", ""分店數"": ""0"", ""交易幣別"": ""NTD"", ""部門別"": ""12000"", ""部門名稱"": ""業務銷售部"", ""業務人員"": ""0003"", ""業務人員名稱"": ""周佳蓉"", ""收款業務員"": ""0010"", ""收款業務員名稱"": ""王俐之"", ""開業日期"": ""2022/01/03"", ""客戶分類"": ""2:法人"", ""收貨人"": ""採購"", ""信用額度依總公司控管"": ""N"", ""信用額度管制"": ""N.信用額度不管制"", ""信用額度"": ""0"", ""可超出率"": ""0.00%"", ""訂單信用查核方式"": ""1.不檢查 "", ""銷貨信用查核方式"": ""1.不檢查 "", ""訂單存檔時信用查核方式"": ""1.不檢查 "", ""銷貨單存檔時信用查核方式"": ""1.不檢查 "", ""信用查核方式"": ""1"", ""未兌現應收票據比率"": ""0.00%"", ""應收帳款比率"": ""0.00%"", ""未結帳銷貨金額比率"": ""0.00%"", ""未出貨訂單金額比率"": ""0.00%"", ""未歸還暫出金額比率"": ""0.00%"", ""稅額計算方式"": ""1.整張資料計算 "", ""隨貨附發票"": ""N"", ""訂金比率"": ""0.00%"", ""付款條件"": ""B060"", ""付款條件名稱"": ""60天收款"", ""發票聯數"": ""7:電子發票"", ""課稅別"": ""1:內含"", ""單據發送方式"": ""1:郵寄"", ""收款方式"": ""3:支票"", ""票據寄領"": ""1:郵寄"", ""收入遞延天數"": ""0"", ""通路別"": ""0039"", ""型態別"": ""台北"", ""地區別"": ""C"", ""國家別"": ""4"", ""其他別"": ""0039"", ""初次交易"": ""2023/05/08"", ""最近交易"": ""2026/01/22"", ""取價順序"": ""1"", ""折扣率"": ""0.00%"", ""折扣率預設"": ""N"", ""單一銷貨效期管制"": ""N"", ""銷貨允收期管制方式"": ""1.不檢查"", ""銷退允收期管制方式"": ""1.不檢查"", ""出貨效期大於上次出貨效期管制方式"": ""1.不檢查"", ""運輸方式"": ""1:空運"", ""佣金比率"": ""0.00%"", ""其它比率"": ""0.00%"", ""保險費率"": ""0.00%"", ""文件地址"": ""新北市新店區北新路三段213號13樓"", ""電子發票匯出格式"": ""4.B2B-存證格式"", ""選擇通知方式"": ""0.不需通知"", ""列印客戶品號"": ""N"", ""賣方開立折讓單"": ""Y"", ""發票單價上傳依據"": ""2.本幣"", ""B2B列印電子發票類別"": ""0.依參數設定"", ""機關團體"": ""N"", ""買受人簽署適用零稅率註記"": ""0.無"", ""依客戶單筆金額取位"": ""Y"", ""單身單筆金額取位"": ""6.小數六位"", ""佣金計算管制"": ""N.不設定"", ""佣金計算方式"": ""1.整張依比率"", ""總店號名稱"": ""星采"", ""結帳單有來源憑證,稅額採「單身單筆資料計算」"": ""N""}",true
CACN,國泰綜合醫院,台北國泰,,CGH,國泰體系,醫學中心,北,,04129719,OR,(02)2708-2121,,,,,,,120天收款,B120,1:二聯式,1:郵寄,3:支票,1:內含,,,0.0,2023-08-07,2026-05-07,0069,王思閔,,"{""客戶代號"": ""CACN"", ""客戶簡稱"": ""台北國泰"", ""客戶全名"": ""國泰綜合醫院"", ""連絡人"": ""OR"", ""TEL_NO(一)"": ""(02)2708-2121"", ""統一編號"": ""04129719"", ""資本額"": ""0"", ""年營業額"": ""0"", ""員工人數"": ""0"", ""總店號"": ""CACN-"", ""總公司請款"": ""Y"", ""發票號碼依總公司控管"": ""N"", ""允收控管依總公司設定"": ""N"", ""分店數"": ""0"", ""交易幣別"": ""NTD"", ""部門別"": ""12100"", ""部門名稱"": ""北區業務一課"", ""業務人員"": ""0069"", ""業務人員名稱"": ""王思閔"", ""收款業務員"": ""0126"", ""收款業務員名稱"": ""葉曉樺"", ""客戶分類"": ""2:法人"", ""收貨人"": ""OR"", ""信用額度依總公司控管"": ""N"", ""信用額度管制"": ""N.信用額度不管制"", ""信用額度"": ""0"", ""可超出率"": ""0.00%"", ""訂單信用查核方式"": ""1.不檢查 "", ""銷貨信用查核方式"": ""1.不檢查 "", ""訂單存檔時信用查核方式"": ""1.不檢查 "", ""銷貨單存檔時信用查核方式"": ""1.不檢查 "", ""信用查核方式"": ""1"", ""未兌現應收票據比率"": ""100.00%"", ""應收帳款比率"": ""100.00%"", ""未結帳銷貨金額比率"": ""100.00%"", ""未出貨訂單金額比率"": ""100.00%"", ""未歸還暫出金額比率"": ""100.00%"", ""稅額計算方式"": ""1.整張資料計算 "", ""隨貨附發票"": ""N"", ""訂金比率"": ""0.00%"", ""付款條件"": ""B120"", ""付款條件名稱"": ""120天收款"", ""發票聯數"": ""1:二聯式"", ""課稅別"": ""1:內含"", ""單據發送方式"": ""1:郵寄"", ""結帳方式"": ""1.自動結帳"", ""收款方式"": ""3:支票"", ""票據寄領"": ""1:郵寄"", ""收入遞延天數"": ""0"", ""通路別"": ""CA"", ""通路別名稱"": ""國泰體系"", ""型態別"": ""1"", ""型態別名稱"": ""醫學中心"", ""其他別"": ""1"", ""其他別名稱"": ""雄鷹"", ""初次交易"": ""2023/08/07"", ""最近交易"": ""2026/05/07"", ""取價順序"": ""142"", ""折扣率"": ""0.00%"", ""折扣率預設"": ""N"", ""單一銷貨效期管制"": ""N"", ""銷貨允收期管制方式"": ""1.不檢查"", ""銷退允收期管制方式"": ""1.不檢查"", ""出貨效期大於上次出貨效期管制方式"": ""1.不檢查"", ""運輸方式"": ""1:空運"", ""佣金比率"": ""0.00%"", ""其它比率"": ""0.00%"", ""保險費率"": ""0.00%"", ""文件地址"": ""106台北市大安區仁愛路4段280號"", ""電子發票匯出格式"": ""4.B2B-存證格式"", ""選擇通知方式"": ""0.不需通知"", ""列印客戶品號"": ""N"", ""賣方開立折讓單"": ""Y"", ""發票單價上傳依據"": ""2.本幣"", ""B2B列印電子發票類別"": ""0.依參數設定"", ""機關團體"": ""N"", ""買受人簽署適用零稅率註記"": ""0.無"", ""資料歸屬群組"": ""DS"", ""依客戶單筆金額取位"": ""Y"", ""單身單筆金額取位"": ""6.小數六位"", ""佣金計算管制"": ""N.不設定"", ""佣金計算方式"": ""1.整張依比率"", ""總店號名稱"": ""國泰體系"", ""結帳單有來源憑證,稅額採「單身單筆資料計算」"": ""N""}",true
CAHN,國泰綜合醫院,新竹國泰,,CGH,國泰體系,地區醫院,北,北區,04129719,OR,(02)2708-2121,,,,,,,90天收款,B090,1:二聯式,1:郵寄,3:支票,1:內含,,,0.0,2024-08-23,2026-05-05,0093,張慈芳,,"{""客戶代號"": ""CAHN"", ""客戶簡稱"": ""新竹國泰"", ""客戶全名"": ""國泰綜合醫院"", ""連絡人"": ""OR"", ""TEL_NO(一)"": ""(02)2708-2121"", ""統一編號"": ""04129719"", ""資本額"": ""0"", ""年營業額"": ""0"", ""員工人數"": ""0"", ""總店號"": ""CACN-"", ""總公司請款"": ""Y"", ""發票號碼依總公司控管"": ""N"", ""允收控管依總公司設定"": ""N"", ""分店數"": ""0"", ""交易幣別"": ""NTD"", ""部門別"": ""12100"", ""部門名稱"": ""北區業務一課"", ""業務人員"": ""0093"", ""業務人員名稱"": ""張慈芳"", ""收款業務員"": ""0126"", ""收款業務員名稱"": ""葉曉樺"", ""開業日期"": ""2022/01/03"", ""客戶分類"": ""2:法人"", ""信用額度依總公司控管"": ""N"", ""信用額度管制"": ""N.信用額度不管制"", ""信用額度"": ""0"", ""可超出率"": ""0.00%"", ""訂單信用查核方式"": ""1.不檢查 "", ""銷貨信用查核方式"": ""1.不檢查 "", ""訂單存檔時信用查核方式"": ""1.不檢查 "", ""銷貨單存檔時信用查核方式"": ""1.不檢查 "", ""信用查核方式"": ""1"", ""未兌現應收票據比率"": ""0.00%"", ""應收帳款比率"": ""0.00%"", ""未結帳銷貨金額比率"": ""0.00%"", ""未出貨訂單金額比率"": ""0.00%"", ""未歸還暫出金額比率"": ""0.00%"", ""稅額計算方式"": ""1.整張資料計算 "", ""隨貨附發票"": ""N"", ""訂金比率"": ""0.00%"", ""付款條件"": ""B090"", ""付款條件名稱"": ""90天收款"", ""發票聯數"": ""1:二聯式"", ""課稅別"": ""1:內含"", ""單據發送方式"": ""1:郵寄"", ""收款方式"": ""3:支票"", ""票據寄領"": ""1:郵寄"", ""收入遞延天數"": ""0"", ""通路別"": ""CA"", ""通路別名稱"": ""國泰體系"", ""型態別"": ""3"", ""型態別名稱"": ""地區醫院"", ""地區別"": ""N"", ""地區別名稱"": ""北區"", ""國家別"": ""HC"", ""國家別名稱"": ""新竹"", ""其他別"": ""1"", ""其他別名稱"": ""雄鷹"", ""初次交易"": ""2024/08/23"", ""最近交易"": ""2026/05/05"", ""取價順序"": ""1"", ""折扣率"": ""0.00%"", ""折扣率預設"": ""N"", ""結帳日期  每月"": ""30"", ""單一銷貨效期管制"": ""N"", ""銷貨允收期管制方式"": ""1.不檢查"", ""銷退允收期管制方式"": ""1.不檢查"", ""出貨效期大於上次出貨效期管制方式"": ""1.不檢查"", ""運輸方式"": ""1:空運"", ""佣金比率"": ""0.00%"", ""其它比率"": ""0.00%"", ""保險費率"": ""0.00%"", ""電子發票匯出格式"": ""4.B2B-存證格式"", ""選擇通知方式"": ""0.不需通知"", ""列印客戶品號"": ""N"", ""賣方開立折讓單"": ""Y"", ""發票單價上傳依據"": ""2.本幣"", ""B2B列印電子發票類別"": ""4.B2B(A4紙張)"", ""機關團體"": ""N"", ""買受人簽署適用零稅率註記"": ""0.無"", ""依客戶單筆金額取位"": ""Y"", ""單身單筆金額取位"": ""6.小數六位"", ""佣金計算管制"": ""N.不設定"", ""佣金計算方式"": ""1.整張依比率"", ""總店號名稱"": ""國泰體系"", ""結帳單有來源憑證,稅額採「單身單筆資料計算」"": ""N""}",true
CAXN,國泰綜合醫院,汐止國泰,,CGH,國泰體系,區域醫院,北,北區,04129719,黃'S#7026,2648-2121,,,,,,,90天收款,B090,1:二聯式,1:郵寄,3:支票,1:內含,,,0.0,2024-06-07,2026-04-21,0069,王思閔,,"{""客戶代號"": ""CAXN"", ""客戶簡稱"": ""汐止國泰"", ""客戶全名"": ""國泰綜合醫院"", ""連絡人"": ""黃'S#7026"", ""TEL_NO(一)"": ""2648-2121"", ""統一編號"": ""04129719"", ""資本額"": ""0"", ""年營業額"": ""0"", ""員工人數"": ""0"", ""總店號"": ""CACN-"", ""總公司請款"": ""Y"", ""發票號碼依總公司控管"": ""N"", ""允收控管依總公司設定"": ""N"", ""分店數"": ""0"", ""交易幣別"": ""NTD"", ""部門別"": ""12100"", ""部門名稱"": ""北區業務一課"", ""業務人員"": ""0069"", ""業務人員名稱"": ""王思閔"", ""收款業務員"": ""0126"", ""收款業務員名稱"": ""葉曉樺"", ""開業日期"": ""2022/01/03"", ""客戶分類"": ""2:法人"", ""信用額度依總公司控管"": ""N"", ""信用額度管制"": ""N.信用額度不管制"", ""信用額度"": ""0"", ""可超出率"": ""0.00%"", ""訂單信用查核方式"": ""1.不檢查 "", ""銷貨信用查核方式"": ""1.不檢查 "", ""訂單存檔時信用查核方式"": ""1.不檢查 "", ""銷貨單存檔時信用查核方式"": ""1.不檢查 "", ""信用查核方式"": ""1"", ""未兌現應收票據比率"": ""0.00%"", ""應收帳款比率"": ""0.00%"", ""未結帳銷貨金額比率"": ""0.00%"", ""未出貨訂單金額比率"": ""0.00%"", ""未歸還暫出金額比率"": ""0.00%"", ""稅額計算方式"": ""1.整張資料計算 "", ""隨貨附發票"": ""N"", ""訂金比率"": ""0.00%"", ""付款條件"": ""B090"", ""付款條件名稱"": ""90天收款"", ""發票聯數"": ""1:二聯式"", ""課稅別"": ""1:內含"", ""單據發送方式"": ""1:郵寄"", ""收款方式"": ""3:支票"", ""票據寄領"": ""1:郵寄"", ""收入遞延天數"": ""0"", ""通路別"": ""CA"", ""通路別名稱"": ""國泰體系"", ""型態別"": ""2"", ""型態別名稱"": ""區域醫院"", ""地區別"": ""N"", ""地區別名稱"": ""北區"", ""國家別"": ""NTP"", ""國家別名稱"": ""新北市"", ""其他別"": ""1"", ""其他別名稱"": ""雄鷹"", ""初次交易"": ""2024/06/07"", ""最近交易"": ""2026/04/21"", ""取價順序"": ""1"", ""折扣率"": ""0.00%"", ""折扣率預設"": ""N"", ""結帳日期  每月"": ""30"", ""單一銷貨效期管制"": ""N"", ""銷貨允收期管制方式"": ""1.不檢查"", ""銷退允收期管制方式"": ""1.不檢查"", ""出貨效期大於上次出貨效期管制方式"": ""1.不檢查"", ""運輸方式"": ""1:空運"", ""佣金比率"": ""0.00%"", ""其它比率"": ""0.00%"", ""保險費率"": ""0.00%"", ""電子發票匯出格式"": ""4.B2B-存證格式"", ""選擇通知方式"": ""0.不需通知"", ""列印客戶品號"": ""N"", ""賣方開立折讓單"": ""Y"", ""發票單價上傳依據"": ""2.本幣"", ""B2B列印電子發票類別"": ""4.B2B(A4紙張)"", ""機關團體"": ""N"", ""買受人簽署適用零稅率註記"": ""0.無"", ""依客戶單筆金額取位"": ""Y"", ""單身單筆金額取位"": ""6.小數六位"", ""佣金計算管制"": ""N.不設定"", ""佣金計算方式"": ""1.整張依比率"", ""總店號名稱"": ""國泰體系"", ""結帳單有來源憑證,稅額採「單身單筆資料計算」"": ""N""}",true
CBJS,奇美醫療財團法人佳里奇美醫院,佳里奇美,,CMH,奇美體系,地區醫院,南,南區,36802519,採購趙小姐,(06)726-3333,,,,,,,90天收款,B090,7:電子發票,1:郵寄,3:支票,1:內含,,,0.0,2023-04-13,2026-05-11,0045,柯沐柔,,"{""客戶代號"": ""CBJS"", ""客戶簡稱"": ""佳里奇美"", ""客戶全名"": ""奇美醫療財團法人佳里奇美醫院"", ""連絡人"": ""採購趙小姐"", ""TEL_NO(一)"": ""(06)726-3333"", ""統一編號"": ""36802519"", ""資本額"": ""0"", ""年營業額"": ""0"", ""員工人數"": ""0"", ""總店號"": ""CBJS"", ""總公司請款"": ""N"", ""發票號碼依總公司控管"": ""N"", ""允收控管依總公司設定"": ""N"", ""分店數"": ""0"", ""交易幣別"": ""NTD"", ""部門別"": ""12300"", ""部門名稱"": ""南區業務一課"", ""業務人員"": ""0045"", ""業務人員名稱"": ""柯沐柔"", ""收款業務員"": ""0148"", ""收款業務員名稱"": ""練嬣羽"", ""開業日期"": ""2022/01/03"", ""客戶分類"": ""2:法人"", ""信用額度依總公司控管"": ""N"", ""信用額度管制"": ""N.信用額度不管制"", ""信用額度"": ""0"", ""可超出率"": ""0.00%"", ""訂單信用查核方式"": ""1.不檢查 "", ""銷貨信用查核方式"": ""1.不檢查 "", ""訂單存檔時信用查核方式"": ""1.不檢查 "", ""銷貨單存檔時信用查核方式"": ""1.不檢查 "", ""信用查核方式"": ""1"", ""未兌現應收票據比率"": ""0.00%"", ""應收帳款比率"": ""0.00%"", ""未結帳銷貨金額比率"": ""0.00%"", ""未出貨訂單金額比率"": ""0.00%"", ""未歸還暫出金額比率"": ""0.00%"", ""稅額計算方式"": ""1.整張資料計算 "", ""隨貨附發票"": ""N"", ""訂金比率"": ""0.00%"", ""付款條件"": ""B090"", ""付款條件名稱"": ""90天收款"", ""發票聯數"": ""7:電子發票"", ""課稅別"": ""1:內含"", ""單據發送方式"": ""1:郵寄"", ""收款方式"": ""3:支票"", ""票據寄領"": ""1:郵寄"", ""收入遞延天數"": ""0"", ""通路別"": ""CB"", ""通路別名稱"": ""奇美體系"", ""型態別"": ""3"", ""型態別名稱"": ""地區醫院"", ""地區別"": ""S"", ""地區別名稱"": ""南區"", ""國家別"": ""TN"", ""國家別名稱"": ""台南"", ""其他別"": ""1"", ""其他別名稱"": ""雄鷹"", ""初次交易"": ""2023/04/13"", ""最近交易"": ""2026/05/11"", ""取價順序"": ""1"", ""折扣率"": ""0.00%"", ""折扣率預設"": ""N"", ""結帳日期  每月"": ""30"", ""單一銷貨效期管制"": ""N"", ""銷貨允收期管制方式"": ""1.不檢查"", ""銷退允收期管制方式"": ""1.不檢查"", ""出貨效期大於上次出貨效期管制方式"": ""1.不檢查"", ""運輸方式"": ""1:空運"", ""佣金比率"": ""0.00%"", ""其它比率"": ""0.00%"", ""保險費率"": ""0.00%"", ""電子發票匯出格式"": ""4.B2B-存證格式"", ""選擇通知方式"": ""0.不需通知"", ""加值中心代號"": ""001"", ""加值中心名稱"": ""E-HUB"", ""列印客戶品號"": ""N"", ""賣方開立折讓單"": ""Y"", ""發票單價上傳依據"": ""2.本幣"", ""B2B列印電子發票類別"": ""4.B2B(A4紙張)"", ""機關團體"": ""N"", ""買受人簽署適用零稅率註記"": ""0.無"", ""依客戶單筆金額取位"": ""Y"", ""單身單筆金額取位"": ""6.小數六位"", ""佣金計算管制"": ""N.不設定"", ""佣金計算方式"": ""1.整張依比率"", ""總店號名稱"": ""佳里奇美"", ""結帳單有來源憑證,稅額採「單身單筆資料計算」"": ""N""}",true
CBLS,奇美醫療財團法人柳營奇美醫院,柳營奇美,,CMH,奇美體系,地區醫院,南,南區,99530712,OR,06)510-9191,,,,,,,90天收款,B090,7:電子發票,1:郵寄,3:支票,1:內含,,,0.0,2023-02-23,2026-05-07,0045,柯沐柔,,"{""客戶代號"": ""CBLS"", ""客戶簡稱"": ""柳營奇美"", ""客戶全名"": ""奇美醫療財團法人柳營奇美醫院"", ""連絡人"": ""OR"", ""TEL_NO(一)"": ""06)510-9191"", ""統一編號"": ""99530712"", ""資本額"": ""0"", ""年營業額"": ""0"", ""員工人數"": ""0"", ""總店號"": ""CBLS"", ""總公司請款"": ""N"", ""發票號碼依總公司控管"": ""N"", ""允收控管依總公司設定"": ""N"", ""分店數"": ""0"", ""交易幣別"": ""NTD"", ""部門別"": ""12300"", ""部門名稱"": ""南區業務一課"", ""業務人員"": ""0045"", ""業務人員名稱"": ""柯沐柔"", ""收款業務員"": ""0148"", ""收款業務員名稱"": ""練嬣羽"", ""開業日期"": ""2022/01/03"", ""客戶分類"": ""2:法人"", ""信用額度依總公司控管"": ""N"", ""信用額度管制"": ""N.信用額度不管制"", ""信用額度"": ""0"", ""可超出率"": ""0.00%"", ""訂單信用查核方式"": ""1.不檢查 "", ""銷貨信用查核方式"": ""1.不檢查 "", ""訂單存檔時信用查核方式"": ""1.不檢查 "", ""銷貨單存檔時信用查核方式"": ""1.不檢查 "", ""信用查核方式"": ""1"", ""未兌現應收票據比率"": ""0.00%"", ""應收帳款比率"": ""0.00%"", ""未結帳銷貨金額比率"": ""0.00%"", ""未出貨訂單金額比率"": ""0.00%"", ""未歸還暫出金額比率"": ""0.00%"", ""稅額計算方式"": ""1.整張資料計算 "", ""隨貨附發票"": ""N"", ""訂金比率"": ""0.00%"", ""付款條件"": ""B090"", ""付款條件名稱"": ""90天收款"", ""發票聯數"": ""7:電子發票"", ""課稅別"": ""1:內含"", ""單據發送方式"": ""1:郵寄"", ""收款方式"": ""3:支票"", ""票據寄領"": ""1:郵寄"", ""收入遞延天數"": ""0"", ""通路別"": ""CB"", ""通路別名稱"": ""奇美體系"", ""型態別"": ""3"", ""型態別名稱"": ""地區醫院"", ""地區別"": ""S"", ""地區別名稱"": ""南區"", ""國家別"": ""TN"", ""國家別名稱"": ""台南"", ""其他別"": ""1"", ""其他別名稱"": ""雄鷹"", ""初次交易"": ""2023/02/23"", ""最近交易"": ""2026/05/07"", ""取價順序"": ""1"", ""折扣率"": ""0.00%"", ""折扣率預設"": ""N"", ""結帳日期  每月"": ""30"", ""單一銷貨效期管制"": ""N"", ""銷貨允收期管制方式"": ""1.不檢查"", ""銷退允收期管制方式"": ""1.不檢查"", ""出貨效期大於上次出貨效期管制方式"": ""1.不檢查"", ""運輸方式"": ""1:空運"", ""佣金比率"": ""0.00%"", ""其它比率"": ""0.00%"", ""保險費率"": ""0.00%"", ""電子發票匯出格式"": ""4.B2B-存證格式"", ""選擇通知方式"": ""0.不需通知"", ""加值中心代號"": ""001"", ""加值中心名稱"": ""E-HUB"", ""列印客戶品號"": ""N"", ""賣方開立折讓單"": ""Y"", ""發票單價上傳依據"": ""2.本幣"", ""B2B列印電子發票類別"": ""4.B2B(A4紙張)"", ""機關團體"": ""N"", ""買受人簽署適用零稅率註記"": ""0.無"", ""依客戶單筆金額取位"": ""Y"", ""單身單筆金額取位"": ""6.小數六位"", ""佣金計算管制"": ""N.不設定"", ""佣金計算方式"": ""1.整張依比率"", ""總店號名稱"": ""柳營奇美"", ""結帳單有來源憑證,稅額採「單身單筆資料計算」"": ""N""}",true
CBMS,奇美醫療財團法人奇美醫院,奇美,,CMH,奇美體系,醫學中心,南,南區,06606103,採購王小姐,(06)281-2811#2080,,,,,,,120天收款,B120,7:電子發票,1:郵寄,3:支票,1:內含,,,0.0,2023-03-01,2026-05-11,0045,柯沐柔,,"{""客戶代號"": ""CBMS"", ""客戶簡稱"": ""奇美"", ""客戶全名"": ""奇美醫療財團法人奇美醫院"", ""連絡人"": ""採購王小姐"", ""TEL_NO(一)"": ""(06)281-2811#2080"", ""統一編號"": ""06606103"", ""資本額"": ""0"", ""年營業額"": ""0"", ""員工人數"": ""0"", ""總店號"": ""CBMS"", ""總公司請款"": ""N"", ""發票號碼依總公司控管"": ""N"", ""允收控管依總公司設定"": ""N"", ""分店數"": ""0"", ""交易幣別"": ""NTD"", ""部門別"": ""12300"", ""部門名稱"": ""南區業務一課"", ""業務人員"": ""0045"", ""業務人員名稱"": ""柯沐柔"", ""收款業務員"": ""0148"", ""收款業務員名稱"": ""練嬣羽"", ""開業日期"": ""2022/01/03"", ""客戶分類"": ""2:法人"", ""信用額度依總公司控管"": ""N"", ""信用額度管制"": ""N.信用額度不管制"", ""信用額度"": ""0"", ""可超出率"": ""0.00%"", ""訂單信用查核方式"": ""1.不檢查 "", ""銷貨信用查核方式"": ""1.不檢查 "", ""訂單存檔時信用查核方式"": ""1.不檢查 "", ""銷貨單存檔時信用查核方式"": ""1.不檢查 "", ""信用查核方式"": ""1"", ""未兌現應收票據比率"": ""0.00%"", ""應收帳款比率"": ""0.00%"", ""未結帳銷貨金額比率"": ""0.00%"", ""未出貨訂單金額比率"": ""0.00%"", ""未歸還暫出金額比率"": ""0.00%"", ""稅額計算方式"": ""1.整張資料計算 "", ""隨貨附發票"": ""N"", ""訂金比率"": ""0.00%"", ""付款條件"": ""B120"", ""付款條件名稱"": ""120天收款"", ""發票聯數"": ""7:電子發票"", ""課稅別"": ""1:內含"", ""單據發送方式"": ""1:郵寄"", ""收款方式"": ""3:支票"", ""票據寄領"": ""1:郵寄"", ""收入遞延天數"": ""0"", ""通路別"": ""CB"", ""通路別名稱"": ""奇美體系"", ""型態別"": ""1"", ""型態別名稱"": ""醫學中心"", ""地區別"": ""S"", ""地區別名稱"": ""南區"", ""國家別"": ""TN"", ""國家別名稱"": ""台南"", ""其他別"": ""1"", ""其他別名稱"": ""雄鷹"", ""初次交易"": ""2023/03/01"", ""最近交易"": ""2026/05/11"", ""取價順序"": ""1"", ""折扣率"": ""0.00%"", ""折扣率預設"": ""N"", ""結帳日期  每月"": ""30"", ""單一銷貨效期管制"": ""N"", ""銷貨允收期管制方式"": ""1.不檢查"", ""銷退允收期管制方式"": ""1.不檢查"", ""出貨效期大於上次出貨效期管制方式"": ""1.不檢查"", ""運輸方式"": ""1:空運"", ""佣金比率"": ""0.00%"", ""其它比率"": ""0.00%"", ""保險費率"": ""0.00%"", ""電子發票匯出格式"": ""4.B2B-存證格式"", ""選擇通知方式"": ""0.不需通知"", ""加值中心代號"": ""001"", ""加值中心名稱"": ""E-HUB"", ""列印客戶品號"": ""N"", ""賣方開立折讓單"": ""Y"", ""發票單價上傳依據"": ""2.本幣"", ""B2B列印電子發票類別"": ""4.B2B(A4紙張)"", ""機關團體"": ""N"", ""買受人簽署適用零稅率註記"": ""0.無"", ""依客戶單筆金額取位"": ""Y"", ""單身單筆金額取位"": ""6.小數六位"", ""佣金計算管制"": ""N.不設定"", ""佣金計算方式"": ""1.整張依比率"", ""總店號名稱"": ""奇美"", ""結帳單有來源憑證,稅額採「單身單筆資料計算」"": ""N""}",true
